icon,homepage,ID,comment_link,time,comment,like
,https://www.youtube.com/@ThatsWhyImGod,@ThatsWhyImGod,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwc56FPrquvUkWbLT14AaABAg,1天前,"I didn’t really like the dude who gave speed the flower suit, someone about him just seems off and his sarcastic ways felt like it wasn’t always sarcasm",
https://yt3.ggpht.com/DcKkYL9SgYHl6RfkuP_OVjdCNNT2BPnscYcIXFxxEDbDL3Gv1_3dRvs9OfArPxw3ICGcI47M=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Manchun-m1e,@Manchun-m1e,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugxv_gLPPNOicGzdHGp4AaABAg,5天前（修改过）,The sunglasses man is weird!,1
https://yt3.ggpht.com/ytc/AIdro_kx1S6OCnuVxADs8_eeF8cmwtZB-2mv9KkoBLbifF3_VKFhmKemilEL1SeVcrFS-c7LGQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Leviathan-g6z,@Leviathan-g6z,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxZE0fLLXKbiDiRUlJ4AaABAg,3天前,"2:36:12 the poor girl gets pushed away, speed ya need to see this bruh -_-",3
https://yt3.ggpht.com/Vky-VcvlRWAOMHlik69vxiheQZm3Iy7yLDyluanyr2iMUIXvVkMQxORwmOO-4bmemuC7gWz-1io=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@L7AJ-ANOUAR,@L7AJ-ANOUAR,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxC7Hgd4odfARZW-t94AaABAg,1天前（修改过）,2:35:36 bro com on why did you refuse taking a picture with her you need to find hee (guys some like so he can see my comment),3
https://yt3.ggpht.com/7D26-gswIw3MnmPiTfSEwFcmcsnzD1lz4ZZIdF1cneAMb7smBMTz67RL0IVzHyQR0XPwwEXr1g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@_itz_xstr_7204,@_itz_xstr_7204,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxeurycDa1JvlkLjOt4AaABAg&pp=0gcJCSMANpG00pGi,2天前,Wth bruuh you just ignored that girl who gave you a drink there ️,
https://yt3.ggpht.com/ytc/AIdro_kO0hT88X5uNeDF4Vk2Gz-6nexqp9pW-oDxilm26H6BEDVQUcUE-XCc4jqVuqTompVXlg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@joinalert,@joinalert,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzez9Se2mU1zAM7Gol4AaABAg,14小时前,"Your braid is difficult to braid, it's not that you're dirty",
,https://www.youtube.com/@mira0856,@mira0856,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwpveLdMtaVuPNZJYx4AaABAg,3天前,"Speed need to have some patient, respect and stop acting like a child",1
,https://www.youtube.com/@yanioctafiyah4685,@yanioctafiyah4685,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyWkYsJ52NI6twbQMB4AaABAg,3天前,damn they don't know if you are thought to be a Chinese football player and the newest Chinese football player,
,https://www.youtube.com/@leisures3450,@leisures3450,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwBZdtKHThT3aYX4X94AaABAg&pp=0gcJCSMANpG00pGi,2天前,"The interpreter is so unprofessional, he lied on purpose!!!",1
,https://www.youtube.com/@shuqinghuayi1816,@shuqinghuayi1816,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw5Xmo6parXMxBTQ0x4AaABAg,3天前,"Dreadlocks, dread is not a positive word in its original meaning. It is actually the same type as the dirty（脏） in dirty braids（脏辫）, although the meaning is different.
In the final analysis, 脏辫 is just the name of a hairstyle, which is no different from dreadlocks.
Does the Vietnamese really not understand or is he deliberately making trouble?",
,https://www.youtube.com/@chieflingco,@chieflingco,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxVuMnLhtO8jrNhoKt4AaABAg,4天前,"Compared to uncivilized countries like the phillipines and india. China,japan, and south korea  the most respectful and civilized any celebrity can walk around without being swarmed too much",
,https://www.youtube.com/@rondelcorlette,@rondelcorlette,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzV_3Jnguo33vht4aB4AaABAg,2天前,Major props trying to rent,
,https://www.youtube.com/@vivivspiano,@vivivspiano,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw7dVlWfIXmWa50HNx4AaABAg,1天前,这个李美越！翻译胡编乱造！居心叵测！,2
,https://www.youtube.com/@chenjj36,@chenjj36,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzA5S9INaIKlQzxCi54AaABAg,4天前,China is the safest country in the world. There is no doubt that this is a fact.,
,https://www.youtube.com/@fireprint_incinerator,@fireprint_incinerator,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwTsR9CGfAG9NLqXO14AaABAg,5天前,高个子朋友实际上领带的打法是对的，最后一步没耐心,
,https://www.youtube.com/@DukeJaxonHallasgo,@DukeJaxonHallasgo,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwwem47l3T7AooqofV4AaABAg,3天前,Way ishowspeed ignore the girl,2
,https://www.youtube.com/@ShoZhuo-h3c,@ShoZhuo-h3c,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugyf50c3gmUpXGUIHU54AaABAg,5天前,Your translation team is performing poorly,1
,https://www.youtube.com/@Stalingram_bs,@Stalingram_bs,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyhhqH_ZOkrCAwYFSd4AaABAg,5天前,5:49:20 the cutscenes aren real,2
,https://www.youtube.com/@%E9%BB%84%E4%BA%9A%E5%A5%87-g5f,@黄亚奇-g5f,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyvkdHIeji5hPDlXHZ4AaABAg,5天前,"""Hello everyone! I'm Chinese and work at a travel company. If you're curious about Chinese culture and want to explore it, feel free to contact me. Share your requirements, and I'll help you plan the most cost-effective and optimal travel routes in China.""",1
,https://www.youtube.com/@Cairainhsu-g6z,@Cairainhsu-g6z,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwQTyTCnlxEZYXw1qB4AaABAg&pp=0gcJCSMANpG00pGi,3天前,这直播的女的好瓜，旁边人都给她说了这是国际大网红，这时候不赶紧查一下还在那傻傻的,3
,https://www.youtube.com/@soloperso3918,@soloperso3918,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw4yN_TB_X2eykHE0R4AaABAg,3天前,This stupid HENRY BODYGUARD is so rude for no reason,1
https://yt3.ggpht.com/cnhaA1cEiAKfnGfGg4WU4u5iCR5wjD9fVhvK3XGfh78E9LNEnvOZQwJSlQ6u-hm2__b23Rs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@2DaysNorth,@2DaysNorth,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyG2EPuF-WaaUuf7vx4AaABAg,2天前,6 hours in China ️,
https://yt3.ggpht.com/ytc/AIdro_laowbR60Lv85DaL-1gkW1CI1Ge8ed3cejEr3plrfWmaFd8UJx0FOv7bqO0B0l7qqkXLg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Fridayhunter.,@Fridayhunter.,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwpYEcYOSm-NLbtNKh4AaABAg,3天前,That suit become most famous in the world,
https://yt3.ggpht.com/dAahC7-ERWP8NYU5nsMFGkID6IdkVnbZhHBQvtqk5BitWAvcstyL6SnkAT_bEIcIQoTSXsjILp8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@keenwalkersuper,@keenwalkersuper,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwHI7NOrIMRpdB7v314AaABAg,2天前,Welcome to China Irl! You looks having a great time!,
https://yt3.ggpht.com/pxRhqItiTqmbfCxmLwce7I4O0Yo80f2vOCQYRdcoAuvOgmUM-355uc16QB-oLBiifHEgPRb2=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Soyeon_harry,@Soyeon_harry,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwE0VzruoF3sB_ts2t4AaABAg,4天前,I like this dude with him in this suit.,
https://yt3.ggpht.com/ytc/AIdro_lFFW-nj60JfhTG590s75U0dWxzJiGsU07Mq2tqA7-t2yj2XpI=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@%E5%AE%B9song,@容song,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw2R4q87TWDwwpakaV4AaABAg,1天前,"Welcome to China,we are gonna to show all kindness to all of you",
https://yt3.ggpht.com/1laS1EK2m0FBcdlMCRqau9ewvToR618p34SX2d3kAE8POS88-Y-Anuk5NOrMplk3zj2l0JvuQ7g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@LH_was_here,@LH_was_here,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugyx1tq1SejWheOi_cV4AaABAg,2天前,"Any Chinese explain me about the pattern on the vest Speed is wearing? 
It's look like my blanket",1
,https://www.youtube.com/@AksharPandey,@AksharPandey,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyIPR06CtUyRQr1YSx4AaABAg&pp=0gcJCSMANpG00pGi,3天前,W suit guy,1
,https://www.youtube.com/@hungrymama8042,@hungrymama8042,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxFikwrBEznRe0dxw14AaABAg,5天前,Chinese people in China   so welcome and i see they smile a lot. Beautiful,
,https://www.youtube.com/@evangoal3589,@evangoal3589,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyEnffsc8O1_PL8Slh4AaABAg&pp=0gcJCSMANpG00pGi,1天前,This white bodyguard reminds people of the movie Green Book...,
,https://www.youtube.com/@%E6%88%90%E9%94%A6%E6%98%8C-t6k,@成锦昌-t6k,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugxs0Lh090tuUvp7fm14AaABAg,1天前,Are these translations deliberately discrediting China? Why do you want to translate polite conversations into impolite ones?,
,https://www.youtube.com/@RollerCoasterFreak,@RollerCoasterFreak,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy75HN87T86nKIoCel4AaABAg,3天前,"2:35:34 2:36:12  Brooo, poor girl just wanted a photo",1
,https://www.youtube.com/@%E6%9F%B3%E7%90%B0%E5%BD%AC,@柳琰彬,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwFHK4XK13xfwEXp-B4AaABAg,4天前,"hey bro, welcome :)  I think the translator didn't do a good job overall, especially in that barber shop。In addition, the MCN you chose didn't help you get a good experience, and your time shouldn't have been wasted on traffic jams and boring shows. Fortunately, despite the stupid MCN's help, you still met Master Liang and learned real kung fu. Welcome to China next time. If you choose an MCN that truly understands the essence of Chinese culture, you will gain more fans and learn more about the real Chinese culture.",
,https://www.youtube.com/@deadonarrivalparanormal981,@deadonarrivalparanormal981,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzJ1sDEhY9gYs3mnfJ4AaABAg,5天前,Proud of Speed!!! China 🇨🇳 and the USA  🇺🇸,
,https://www.youtube.com/@tarkm-u6m,@tarkm-u6m,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugxn5x5J1putOQxqj554AaABAg,5天前,lol speed doesn’t know that the 5k jacket is from taobao probably costs around 200rmb,
,https://www.youtube.com/@Venomerx,@Venomerx,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzb_1YTj_JQZ-7vkSt4AaABAg,2天前,W China 🇨🇳 W stream the best of all streams,
,https://www.youtube.com/@NielSetiawan,@NielSetiawan,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugz89xKYY-4K39e61F94AaABAg,4天前,"The only bad thing from this stream is the suit guy. Attention seeker, and not informative.",1
,https://www.youtube.com/@ghosthaunted799,@ghosthaunted799,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwNbIentP3X3jZGU954AaABAg,3天前,I got a speed ad when I was watching,
,https://www.youtube.com/@weicai9526,@weicai9526,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyUrnDoUVb8R8GDvDR4AaABAg,3天前,Speed you should have ask those fans where to find the nearest restroom. They would have helped you if you asked,
,https://www.youtube.com/@ahking2733,@ahking2733,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugz1t2-vqcN3N88IyGl4AaABAg,3天前,ell kai just give up ray bro... put the frog back he pond,
,https://www.youtube.com/@Jeremiah-p7z,@Jeremiah-p7z,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwqs9y9i8nDLY99iGB4AaABAg&pp=0gcJCSMANpG00pGi,3天前,There’s someone that speaks Chinese in here,
https://yt3.ggpht.com/ytc/AIdro_kfruIksJNDJNgofCnqdQ4w52lorTpRgw84fVb7sFc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@%E6%9D%8E%E6%98%BE%E9%BE%99-m7b,@李显龙-m7b,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxGltP_BT5N6W1f_Bd4AaABAg,1天前,Come to China and be his bodyguard may become the easiest job,1
https://yt3.ggpht.com/bKEN4VRRD2cCSksaQiA_1UezENAVcCGU_cgmq3UW1bRSh7j902qnXPsXgLfRL-6Qpk6QY_f5=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@drzhanga,@drzhanga,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy1sFUxiCRYlEdRqwV4AaABAg,3天前,fire that translator,
https://yt3.ggpht.com/ytc/AIdro_mkh-poHtCdxJmI3DM4SgXmDBahrH_DC_aNQCkWTb8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@%E5%91%A8%E6%A8%82%E5%85%92,@周樂兒,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzWgO-f6PsDk7tqluB4AaABAg,4天前,在国外很多博物馆 不可以直播 录像 或者拍照。 咱们也有自己的规定， 所有人同等待遇和要求。   有些不能拍的坚决不给拍。,1
https://yt3.ggpht.com/D9tB8FhclR07qDFdvKEnevpMt3EFis0mtSxbA96TcrjP87JFGGq7_SZYKzikkml1sasqjPbBDCg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@china%E4%B8%AD%E5%9B%BD%E7%BB%BF%E7%8B%AE-s8b,@china中国绿狮-s8b,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxYd8zgtx8W9Kr-Erp4AaABAg,4天前,"Welcome friends from all over the world to visit China.

I am Chinese",
https://yt3.ggpht.com/ytc/AIdro_k18TQOefWzLa5SvdJmEE0dDZLfk4am4CaTqv-UUpCP4ll3lucs6Ttsxlbnh6UOy4Y8dw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@malcolmmoore2232,@malcolmmoore2232,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyNcva0TIWMY6cn55N4AaABAg,4天前,This guy go so many Chinese government agent with him and undercover around him,1
,https://www.youtube.com/@liqi1032,@liqi1032,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyCFWVF4IwfQz5G-qJ4AaABAg,2天前（修改过）,"Always there but never showed up:  Tony from LC Sign, Jackie Chen, Da Zhang Wei",
,https://www.youtube.com/@Chillyvr9046,@Chillyvr9046,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugz2cKDTiBz_kch9poV4AaABAg&pp=0gcJCSMANpG00pGi,4天前,Thanks for going to my country! Ronaldo is the goat!,
,https://www.youtube.com/@Mae_strokes,@Mae_strokes,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxO5vxAIczFH9ST0yB4AaABAg,3天前,Those who feel bad for the girl  2:35:48,2
,https://www.youtube.com/@AnsellFerreyra,@AnsellFerreyra,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzQ1ALzaN4ea02cIzh4AaABAg,4天前,you found Master Roshi in China WWWWWWWWWWWWWWWWWWWWWW,
,https://www.youtube.com/@xianlefei2139,@xianlefei2139,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzkpNDbE03KzrsYggh4AaABAg,3天前（修改过）,"At present, the salary and benefits of the working class in China are still not as good as those in the West.  In other respects, China is doing quite well.",
,https://www.youtube.com/@Lerekox,@Lerekox,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxspUpIU4h66KKLcBh4AaABAg,4天前（修改过）,bro i feel bad for the girl man at 2:36:14 like whats wrong with you man she has a smile on her face and has pure gold heart like why did you ignore her she just want a photo after she got pushed away she still smiled she has kindness in her heart this where i hate speed,1
,https://www.youtube.com/@%E9%BE%9A%E5%8F%8B%E5%8D%8E,@龚友华,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwjoLuPK58VpSrKRmt4AaABAg,4天前,"2:00:19， 理发师说的话：他是脏辫（一种发型，不是说头发脏乱）他这个不太好剪不好编（意思是我不太会剪，害怕把你这头发修理的难看），这个墨镜男给出了错误的意思，让speed误会。What the barber said: He has a dreadlacks(a hairstyle, not that his hair is dirty and messy), which is not easy to cut or braid (meaning I don't know how to cut it, afraid of making your hair look bad). This sunglasses man gave the wrong meaning, causing speed to misunderstand",1
,https://www.youtube.com/@jackLee-w1n,@jackLee-w1n,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyNjxYX8At3gTQj9zB4AaABAg,4天前,Why is this translation so horribly off? This is truly shameless.",
,https://www.youtube.com/@muawannabe4104,@muawannabe4104,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy0n_UWIlekRlhb3Ax4AaABAg,4天前（修改过）,"Bro just in case, the hat you bought were the same kind of hat worn by emperors' from Ching Dynasty",
,https://www.youtube.com/@WildlifeShorts123,@WildlifeShorts123,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyNoIZUXY08BaDtZPt4AaABAg,3天前,What did he say at the end is that a Chinese version of green apple?,
,https://www.youtube.com/@EmpingTanpaGarem,@EmpingTanpaGarem,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzw9TAIuRxc0Y49UM14AaABAg,4天前,WOW CHINA STREAM IS ACTUALLY GOOD,
,https://www.youtube.com/@misscanada9703,@misscanada9703,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugzj4kUQGj7WJTlb_IV4AaABAg,22小时前,LOOOOOOVE THIS VIDEO! Thanks for showing us the culture!New sub here!,
,https://www.youtube.com/@patrickwardbear,@patrickwardbear,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxIN2_3dbMr4gtD6YV4AaABAg,10小时前,Gak salah lagi bang GOJEK sampai ada di beijing. Masyarakat indonesia ada dimana-mana..,
,https://www.youtube.com/@Ajzu-h5c,@Ajzu-h5c,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzTOBzqdPviImJcWaB4AaABAg,3天前,2:35:32 speed ignored innocent girl,
,https://www.youtube.com/@ManMan-u4z,@ManMan-u4z,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwyyFjGU8UoEdy_3AR4AaABAg,8小时前,"It is reasonable to make money from traffic, but you need to understand the real situation here and don't be fooled.",
https://yt3.ggpht.com/ytc/AIdro_n0z6nhzVVF0i4gVpNMEmqYiPIyDm10-XNHpUr3Ue-Nnfs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@hgn6607,@hgn6607,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx__qcBmUjzXbuUfGp4AaABAg,2天前,"2:36:07 yo speed, u shouldnt ignore her like that",2
https://yt3.ggpht.com/ytc/AIdro_m2g__-AwGH6u1SreUmeLJsbDUdg8YZ10Q5tzJdqWSe_Y4L-l6LGvHa66Ro1s_bmfGeFw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@BrunoPerez-wx9rj,@BrunoPerez-wx9rj,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyvtF_7Gy_fdM4BdR54AaABAg,2天前,I feel bad about the girl that didn't get a picture with speed 2:35:48,1
https://yt3.ggpht.com/ytc/AIdro_kWPwKjARMuuqpEB3BR7oYOJghtJjRIg-p9O4aRGko=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@e.m9741,@e.m9741,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzDAYrEd0xbLHXSsr94AaABAg,3天前,Please change the translation ... or your live broadcast will be greatly reduced.,
https://yt3.ggpht.com/ytc/AIdro_mC-F_LUNsLxxHq0iRkdThSk-g8rlByJUfRPLo8n2HtbmB0G7VDfzswGgLJModTHVY6_A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RyanZhou-j7w,@RyanZhou-j7w,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwZcmJwm60Vqk1w18h4AaABAg,4天前,有翻译真好，哈哈,1
https://yt3.ggpht.com/ytc/AIdro_l85I2DZq4IVW8Y4Bw3mHgBC7ZGxfI1fqWN_4KjHJ8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@solidasmr7229,@solidasmr7229,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugwgauf9wY669kmbh0h4AaABAg,5天前,1:01:11 cute dance,1
,https://www.youtube.com/@KakkarRonak,@KakkarRonak,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxHrHtKe2UXUt5uSMJ4AaABAg&pp=0gcJCSMANpG00pGi,3天前,"W guy with the same outfit , handsome humble nice friend",
,https://www.youtube.com/@%E6%96%B0%E6%97%B6%E4%BB%A3%E4%BA%94%E5%A5%BD%E9%9D%92%E5%B9%B4,@新时代五好青年,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxL8fkdMxvuLSSgZnN4AaABAg,3天前,Speed一天的直播，干碎西方几十年来的政治抹黑，谢谢你,1
,https://www.youtube.com/@HuanLinParkour,@HuanLinParkour,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw-98koTUJkQKAMMBp4AaABAg,4天前,Bike part.,
,https://www.youtube.com/@gamingwannabelle8381,@gamingwannabelle8381,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzfcwtUICdG4QpARc14AaABAg,2天前,"please switch your translator, he's maliciously mistranslating kind words into rude words",
,https://www.youtube.com/@%E5%90%B4%E5%BD%A6%E7%A5%96-s2v,@吴彦祖-s2v,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwG6ywjuTYdcBQdinR4AaABAg,4天前,甲亢哥 真的抽象,
,https://www.youtube.com/@joinalert,@joinalert,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwzxDfDaUF6rUjVBWh4AaABAg,14小时前,"Your braid is difficult to braid, it's not that you're dirty",
,https://www.youtube.com/@%E7%A4%BE%E4%BC%9A%E3%81%AE%E7%9C%9F%E5%AE%9F,@社会の真実,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx2fpVgpNiuISfvy5d4AaABAg,3天前,I LIKE YOU protect your fans. And your interpreter was trying to mislead you .,
,https://www.youtube.com/@Sherryluska,@Sherryluska,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyErVc7iwHsXszmxY54AaABAg,4天前,Bro this video took me 6hrs to watch,
,https://www.youtube.com/@Jaivalmiki123,@Jaivalmiki123,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwItocJmSPQmysZwR94AaABAg,3天前,Speed looking so handsome in that fit,
,https://www.youtube.com/@PeterJeffery277,@PeterJeffery277,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgyLQPetc-_7wH-Mjp14AaABAg,2天前,It's Cool to see another country,
,https://www.youtube.com/@lvxiaoerguojilvxingshe,@lvxiaoerguojilvxingshe,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugxk-e4fBQDxlawRCrd4AaABAg,3天前,,
,https://www.youtube.com/@Martin-UKR,@Martin-UKR,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugy_sYigSt8to1vOLmZ4AaABAg,4天前,That Vietnamese gave bad translation on purpose..... Be careful,
,https://www.youtube.com/@dannyc2600,@dannyc2600,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxKZXGUeexhOj4T1zh4AaABAg,17小时前,The translation is terrible.,
,https://www.youtube.com/@Dr.Declan,@Dr.Declan,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx1FuWjiECBII8hOpx4AaABAg,5天前,"The Guy in the same suit as Speed. I was thinking about some Mario music, him dancing to it also. I don't why I was thinking that. But I was in high school watching this.",
,https://www.youtube.com/@akiam_dover,@akiam_dover,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgxjRX8DgkfCdECbf0R4AaABAg,3天前,The suit guy is a funny cool dude.,
https://yt3.ggpht.com/D8RYAiFlm_lHAVqfEQ7ZzAD62joy66bzhkH7nUDbiQ5BCX9scn4U9FlTpqLMRBkpMfbb-Kmk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Fearless13289,@Fearless13289,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgytN9Q1LhdMwhvncp14AaABAg,2天前,Bro hope you protect yourself 🇨🇳,
https://yt3.ggpht.com/ytc/AIdro_m1Fccb8a7MrFvdceaYhvbx-Y47pIqjTCs1tsRVQvDZaqA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Ceicilia-ny2uv,@Ceicilia-ny2uv,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgybnzE6zTyhb4XT75J4AaABAg&pp=0gcJCSMANpG00pGi,4天前,Chinese bring snacks and food for photos lol,
https://yt3.ggpht.com/rSilIAiTo9TBPkhk3j1skZarbVzjvtVsE4eCUGgGWPXPAUEOGZ01snwAu_YYKp5ZStVBekhzyw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@BigMW2Fan,@BigMW2Fan,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgwiFLjFQkq24VilHkp4AaABAg,5天前,Ngl speed is a man child,1
https://yt3.ggpht.com/VfvA9co-zC2MXAWWPJnusNAI8LdMd2anXXfIyU6PlmXb1fJrFbvPRg5imPXqv6tKk945987YRFA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@MaryMaryneshewat,@MaryMaryneshewat,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugxaz90WUdv88xhiYjt4AaABAg&pp=0gcJCSMANpG00pGi,3天前,3:34:14 I kinda feel bad for the girl she wanted to take a pic,2
https://yt3.ggpht.com/ytc/AIdro_lF-TnfnhOAqTM1WTI7ygFNJPUMTBG9I_vEnjqZJGSjKIyB_3LdjCsUOo-oDLfeuViOIA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Qiunanqi,@Qiunanqi,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugx9Ep7Xaq5NBeRyfaZ4AaABAg,3天前,"Guests from afar, welcome to my hometown of Guizhou",
https://yt3.ggpht.com/wpc97lUp6kYfkRl2R0CyRnfiB-hHxUC0dmphfH2PyBTZsVF0Abi-z_vuRCrvRWpXFziOla9c=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Matteoedits456,@Matteoedits456,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=UgzhsogKMTaGT6azZBt4AaABAg,4天前,Bro when I started watching this I saw a Ishowspeed add,
,https://www.youtube.com/@LeaxFun,@LeaxFun,https://www.youtube.com/watch?v=K8d4n9GhBrg&lc=Ugw-crrMlJQxbuLXy194AaABAg,3天前,Really underrated Really,
